user_id,account_type,country,signup_date,total_trades,total_volume,buy_volume,sell_volume,unique_tickers_traded,first_trade_date,last_trade_date,retention_rate,days_active
U0219,gold,US,2024-04-24,50,447190.68999999994,228432.83000000005,218757.86000000002,7,2024-01-02,2025-12-27,86.36,612
U0374,premium,AU,2024-04-11,60,478551.46000000014,222689.24000000005,255862.22000000003,7,2024-01-05,2025-12-14,91.3,612
U0445,premium,UK,2024-11-01,50,363069.5800000001,206086.82999999996,156982.74999999997,7,2024-01-02,2025-12-17,86.36,411
U0778,basic,CA,2024-05-11,49,377596.7399999999,171366.32999999996,206230.41,7,2024-01-20,2025-12-25,91.3,593
U0818,basic,CA,2024-07-28,56,411835.0600000001,226983.25999999998,184851.8,7,2024-01-06,2025-12-28,86.36,518
U0033,basic,UK,2024-10-17,60,499923.04,262709.54,237213.5,7,2024-01-01,2025-11-14,95.65,393
U0514,premium,AU,2024-11-17,58,498112.7599999999,244268.21000000005,253844.55000000002,7,2024-01-02,2025-12-13,75.0,391
U0581,gold,AU,2024-08-28,37,331068.31,180051.78999999998,151016.52,7,2024-01-15,2025-12-25,80.0,484
U0112,premium,CA,2024-05-15,44,326842.32000000007,200790.33000000005,126051.99,7,2024-01-17,2025-11-26,85.0,560
U0446,basic,AU,2024-09-15,51,491944.5,175543.80999999997,316400.69,7,2024-01-03,2025-12-29,86.36,470
U0277,basic,US,2024-10-22,58,515400.54000000004,256892.52000000002,258508.02,7,2024-01-05,2025-12-29,86.36,433
U0691,basic,AU,2024-05-03,48,387588.61000000016,211067.40000000002,176521.21000000002,7,2024-01-14,2025-12-25,73.68,601
U0235,basic,UK,2024-08-07,67,591133.3999999999,269701.93000000005,321431.47000000003,7,2024-01-04,2025-12-14,95.83,494
U0152,basic,UK,2024-10-24,50,372977.12,177039.69999999995,195937.42,7,2024-01-13,2025-12-26,75.0,428
U0894,gold,US,2024-02-24,44,418710.49,268843.01,149867.48,7,2024-01-08,2025-12-23,68.42,668
U0543,premium,US,2024-10-31,35,283683.29000000004,143255.97,140427.32,7,2024-01-20,2025-12-18,68.42,413
U0968,basic,AU,2024-08-04,54,459552.5899999999,320097.85,139454.74,7,2024-01-08,2025-12-04,75.0,487
U0651,premium,CA,2024-03-21,40,394964.1400000001,194669.90000000005,200294.23999999996,7,2024-01-12,2025-12-26,80.95,645
U0885,basic,CA,2024-03-11,41,276419.5,129062.47,147357.03,7,2024-01-20,2025-11-19,85.71,618
U0490,basic,CA,2024-06-03,45,362232.5000000002,266879.91,95352.59000000001,7,2024-01-09,2025-12-05,80.0,550
U0604,gold,AU,2024-03-30,52,442198.13,229956.46000000002,212241.66999999998,7,2024-01-21,2025-12-16,75.0,626
U0035,basic,AU,2024-11-25,54,358013.5,166557.53000000003,191455.96999999997,7,2024-01-06,2025-12-27,80.0,397
U0736,gold,AU,2024-09-13,37,255155.82999999996,78939.74,176216.09,7,2024-01-06,2025-12-23,80.0,466
U0753,gold,UK,2024-12-01,49,423983.9599999999,125798.51,298185.45,7,2024-01-21,2025-12-29,80.95,393
U0698,premium,AU,2024-08-27,43,416598.7,270257.61,146341.08999999997,7,2024-01-06,2025-11-29,80.0,459
U0064,premium,UK,2024-11-28,51,432538.35,208889.29,223649.06000000008,7,2024-01-07,2025-12-05,86.36,372
U0796,basic,AU,2024-03-09,40,380487.07000000007,164791.98,215695.09,7,2024-02-25,2025-12-18,85.0,649
U0135,gold,CA,2024-04-17,43,342731.9400000001,182572.52000000002,160159.41999999998,7,2024-01-07,2025-12-22,86.36,614
U0636,basic,AU,2024-07-09,47,353327.32000000007,63944.75000000001,289382.57000000007,7,2024-01-06,2025-12-27,75.0,536
U0360,basic,UK,2024-01-24,55,446604.29000000004,202835.62999999998,243768.66,7,2024-01-11,2025-12-18,85.0,694
U0612,gold,US,2024-07-01,57,521469.4400000002,205519.75,315949.68999999994,7,2024-01-19,2025-12-27,91.3,544
U0274,premium,US,2024-04-04,50,379205.96,152524.09,226681.87000000002,7,2024-01-14,2025-12-10,91.3,615
U0141,basic,UK,2024-05-07,45,353278.38999999996,155153.81000000003,198124.58000000002,7,2024-01-04,2025-12-31,91.3,603
U0071,premium,US,2024-02-04,40,369984.73999999993,144467.44000000003,225517.30000000002,7,2024-01-18,2025-12-29,80.0,694
U0567,premium,AU,2024-01-27,55,362225.99999999994,165997.27000000002,196228.72999999998,7,2024-01-03,2025-12-25,75.0,698
U0507,gold,US,2024-03-27,54,463455.72,222268.6,241187.12,7,2024-01-16,2025-11-17,80.0,600
U0073,basic,AU,2024-12-08,51,441966.11999999994,181629.47000000003,260336.65,7,2024-01-19,2025-12-25,86.36,382
U0550,basic,AU,2024-06-23,48,425759.51000000007,255059.91999999998,170699.59,7,2024-01-13,2025-12-26,91.3,551
U0944,premium,AU,2024-03-26,62,455359.0500000001,235710.78,219648.27,7,2024-01-06,2025-12-17,80.0,631
U0759,basic,US,2024-04-29,66,564487.3199999998,251354.01,313133.30999999994,7,2024-01-01,2025-12-19,95.83,599
U0866,gold,AU,2024-07-13,49,446121.23,213534.03999999998,232587.18999999997,7,2024-01-07,2025-12-27,80.95,532
U0792,gold,AU,2024-03-22,53,417643.73,238923.54999999996,178720.18,7,2024-02-12,2025-12-23,85.71,641
U0470,gold,UK,2024-04-02,56,496837.58999999985,280046.77,216790.81999999998,7,2024-01-01,2025-12-27,80.95,634
U0464,basic,AU,2024-12-02,51,395025.73,154091.51,240934.22,7,2024-01-03,2025-12-18,86.36,381
U0799,basic,CA,2024-12-06,50,381069.11999999994,153522.15,227546.97000000003,7,2024-01-03,2025-12-25,68.42,384
U0094,basic,UK,2024-04-07,55,443805.66999999987,188859.13999999998,254946.53000000003,7,2024-01-13,2025-12-29,86.36,631
U0925,basic,US,2024-12-31,45,369811.85,198155.52,171656.33000000005,7,2024-01-11,2025-11-27,66.67,331
U0998,premium,AU,2024-10-30,54,460857.42,236582.22,224275.2,7,2024-01-11,2025-11-10,90.91,376
U0140,gold,AU,2024-06-19,43,378682.49000000005,176759.51,201922.98000000004,7,2024-01-13,2025-12-12,66.67,541
U0458,gold,UK,2024-01-31,36,286792.76,226564.23,60228.53,7,2024-01-16,2025-12-30,76.47,699
U0449,premium,CA,2024-08-19,49,448473.1399999999,253462.87999999998,195010.26,7,2024-01-08,2025-12-20,80.95,488
U0641,gold,AU,2024-04-05,61,438913.9499999999,135711.08000000002,303202.87,7,2024-01-04,2025-12-08,91.3,612
U0405,premium,US,2024-01-24,56,541826.92,279893.6499999999,261933.27000000002,7,2024-01-02,2025-12-27,86.36,703
U0889,basic,US,2024-09-06,53,432320.04999999993,209143.07,223176.97999999995,7,2024-01-06,2025-12-15,80.95,465
U0139,gold,CA,2024-01-13,54,446895.67999999993,184657.8,262237.87999999995,7,2024-01-08,2025-12-31,91.3,718
U0929,basic,US,2024-02-24,42,279979.59,183658.79,96320.8,7,2024-01-17,2025-12-25,90.91,670
U0678,gold,AU,2024-04-17,50,395650.6900000001,255892.93000000002,139757.76,7,2024-01-12,2025-12-20,91.3,612
U0627,premium,AU,2024-06-29,52,362827.5799999999,184949.47,177878.11000000002,7,2024-01-03,2025-12-29,75.0,548
U0468,gold,US,2024-10-14,45,372900.7999999999,287756.05000000005,85144.75000000001,7,2024-01-03,2025-12-23,75.0,435
U0505,premium,AU,2024-02-10,38,347063.7400000001,169804.23,177259.50999999998,7,2024-02-07,2025-12-19,90.91,678
U0517,premium,CA,2024-06-10,54,357813.79999999993,192382.36000000004,165431.44,7,2024-01-15,2025-11-29,85.71,537
U0149,gold,AU,2024-09-17,50,425998.52999999997,233641.28,192357.25,7,2024-01-10,2025-12-23,75.0,462
U0070,basic,US,2024-12-28,46,366283.0599999999,219301.54999999996,146981.51000000004,7,2024-01-12,2025-12-19,80.95,356
U0301,premium,AU,2024-09-13,56,398503.99000000017,215781.5,182722.49000000002,7,2024-01-04,2025-12-15,85.0,458
U0900,gold,UK,2024-04-25,40,366024.31,178764.52000000002,187259.79,7,2024-01-13,2025-12-08,80.95,592
U0069,basic,US,2024-04-22,58,430234.8300000001,178734.20999999996,251500.61999999997,7,2024-01-07,2025-12-26,78.95,613
U0313,gold,UK,2024-09-10,44,389222.5300000001,248199.82,141022.71,7,2024-01-29,2025-11-16,64.71,432
U0685,premium,AU,2024-07-31,51,421487.02999999997,230246.23,191240.80000000002,7,2024-02-08,2025-12-31,95.65,518
U0106,basic,UK,2024-04-14,55,456410.71999999986,218036.86000000004,238373.85999999996,7,2024-01-02,2025-12-29,86.36,624
U0386,basic,CA,2024-07-05,54,433787.2799999999,227017.92000000004,206769.36,7,2024-01-24,2025-12-29,91.3,542
U0837,basic,CA,2024-04-29,50,469543.01,213812.86999999997,255730.14000000004,7,2024-01-01,2025-12-31,80.95,611
U0617,gold,UK,2024-09-11,50,402107.35000000003,209857.40000000002,192249.94999999998,7,2024-01-14,2025-12-31,91.3,476
U0264,premium,AU,2024-04-20,49,454563.70999999996,230813.68000000002,223750.03,7,2024-01-05,2025-12-23,80.95,612
U0292,gold,US,2024-08-20,43,377848.0999999999,183047.58999999997,194800.51,7,2024-01-21,2025-12-27,80.95,494
U0898,premium,AU,2024-07-10,57,393954.81000000006,167863.41,226091.39999999997,7,2024-01-04,2025-12-07,80.0,515
U0078,premium,UK,2024-08-08,35,281947.88,161547.03999999998,120400.84000000001,7,2024-02-12,2025-12-12,85.71,491
U0104,gold,AU,2024-02-11,57,504674.0999999999,275008.26,229665.84,7,2024-01-13,2025-12-18,91.3,676
U0718,premium,CA,2024-11-06,47,439406.60000000003,297069.64,142336.96,7,2024-01-27,2025-12-08,91.3,397
U0763,gold,AU,2024-03-21,54,428724.63999999996,212690.19,216034.45,7,2024-02-15,2025-12-28,78.95,647
U0036,basic,CA,2024-05-15,51,396501.85999999987,228434.59,168067.27,7,2024-01-23,2025-12-30,91.3,594
U0553,gold,US,2024-09-16,52,477592.49999999994,242607.94999999998,234984.55000000008,7,2024-01-18,2025-12-30,91.3,470
U0931,basic,US,2024-05-18,40,335930.04000000004,193876.20999999996,142053.83,7,2024-01-14,2025-12-13,80.95,574
U0970,gold,AU,2024-07-24,51,420468.84000000014,219267.89,201200.94999999998,7,2024-01-21,2025-10-09,85.0,442
U0387,gold,UK,2024-05-31,51,421886.95000000007,192171.59,229715.35999999996,7,2024-01-03,2025-12-19,68.42,567
U0330,basic,AU,2024-09-04,48,426467.06000000006,146325.46,280141.6000000001,7,2024-02-11,2025-12-26,85.71,478
U0674,basic,CA,2024-10-24,58,498914.9,230299.52,268615.37999999995,7,2024-01-03,2025-12-29,86.36,431
U0542,basic,AU,2024-06-07,60,477675.95999999996,209145.05000000005,268530.91,7,2024-01-15,2025-12-26,86.36,567
U0159,gold,US,2024-08-08,55,485529.8500000001,217698.75,267831.10000000003,7,2024-01-19,2025-12-28,86.36,507
U0095,gold,US,2024-01-30,51,316962.23,178957.43999999997,138004.79,7,2024-01-22,2025-12-26,75.0,696
U0483,gold,CA,2024-05-19,57,581756.62,273370.58,308386.0399999999,7,2024-01-06,2025-12-20,86.36,580
U0396,gold,UK,2024-01-08,61,542642.27,298161.01999999996,244481.25,7,2024-01-12,2025-12-23,85.71,715
U0884,premium,US,2024-01-25,40,301222.3900000001,149458.75,151763.63999999998,7,2024-03-21,2025-11-17,84.21,662
U0932,premium,CA,2024-02-14,54,457998.29000000004,181293.05000000005,276705.24000000005,7,2024-01-11,2025-12-27,86.36,682
U0811,gold,AU,2024-01-30,50,436556.32000000007,209786.00999999995,226770.31,7,2024-01-25,2025-12-25,68.42,695
U0731,basic,CA,2024-12-14,50,428993.36000000016,267982.27999999997,161011.08,7,2024-01-30,2025-12-18,80.95,369
U0869,basic,AU,2024-09-11,40,381419.13000000006,198349.13,183069.99999999997,7,2024-01-02,2025-12-21,86.36,466
U0534,premium,UK,2024-07-09,50,412868.4899999999,167276.41999999998,245592.06999999998,7,2024-01-26,2025-12-23,78.95,532
U0527,premium,CA,2024-10-19,54,450820.72000000003,236125.11,214695.61000000002,7,2024-01-08,2025-12-25,86.36,432
U0339,gold,CA,2024-06-13,38,315985.68,144136.08,171849.60000000003,7,2024-03-06,2025-12-22,72.22,557
U0776,premium,US,2024-04-08,33,291675.4600000001,143581.22999999998,148094.23,7,2024-01-05,2025-10-07,77.78,547
U0985,premium,AU,2024-04-15,53,491003.45,264768.27,226235.18,7,2024-03-09,2025-12-22,85.0,616
U0752,premium,UK,2024-02-10,52,396104.56000000006,232182.1700000001,163922.39000000004,7,2024-01-11,2025-12-25,80.95,684
U0422,basic,CA,2024-10-16,53,426375.53,196704.13000000003,229671.40000000002,7,2024-01-09,2025-12-25,80.95,435
U0907,basic,US,2024-02-18,53,442016.4200000002,211307.92,230708.5,7,2024-01-02,2025-11-20,85.0,641
U0559,gold,UK,2024-11-08,44,311799.9799999999,185066.52,126733.46000000004,7,2024-01-20,2025-11-26,73.68,383
U0181,basic,US,2024-12-01,53,356172.03,148332.13999999998,207839.88999999998,7,2024-02-14,2025-12-15,90.91,379
U0491,premium,UK,2024-05-10,52,490415.23000000004,283836.85,206578.38000000006,7,2024-01-10,2025-11-26,85.0,565
U0304,gold,CA,2024-02-16,38,357933.85,135667.84,222266.01,7,2024-01-06,2025-10-10,77.78,602
U0951,premium,AU,2024-11-13,52,468012.31,163119.47999999998,304892.8300000001,7,2024-01-03,2025-12-31,91.3,413
U0354,gold,AU,2024-11-16,42,325847.3400000001,134812.92999999996,191034.40999999997,7,2024-01-08,2025-12-14,78.95,393
U0428,basic,US,2024-12-04,40,396597.79,262693.61000000004,133904.18,7,2024-01-27,2025-12-06,80.0,367
U0596,premium,US,2024-10-05,46,378010.5000000001,215258.81,162751.69,7,2024-01-14,2025-12-17,80.95,438
U0820,premium,AU,2024-07-14,49,417466.19,206260.26000000007,211205.93000000002,7,2024-01-13,2025-11-17,80.0,491
U0132,premium,CA,2024-10-09,39,274438.03,165845.37000000002,108592.66,7,2024-01-15,2025-12-13,80.95,430
U0781,premium,AU,2024-11-08,47,365122.0799999999,155358.97000000003,209763.11000000002,7,2024-02-09,2025-12-09,85.71,396
U0088,premium,CA,2024-05-01,42,397098.1099999999,223129.71,173968.4,7,2024-01-19,2025-12-24,73.68,602
U0775,premium,AU,2024-09-15,54,420379.31999999995,138997.09,281382.23,7,2024-01-14,2025-12-31,91.3,472
U0890,basic,AU,2024-09-29,45,377073.89,209831.06000000003,167242.83,7,2024-01-01,2025-12-19,80.0,446
U0341,premium,US,2024-07-29,51,393051.97,212080.48999999996,180971.48,7,2024-01-08,2025-12-26,80.95,515
U0433,premium,US,2024-02-28,48,324250.7099999999,141273.44000000003,182977.26999999996,7,2024-01-08,2025-12-29,85.71,670
U0086,basic,US,2024-08-14,49,445463.56000000006,191800.46000000002,253663.09999999998,7,2024-01-21,2025-11-21,90.48,464
U0173,basic,UK,2024-09-20,50,432190.31999999995,233598.97999999998,198591.34,7,2024-01-01,2025-12-17,80.0,453
U0743,basic,CA,2024-09-04,56,467275.9699999999,221259.53,246016.44,7,2024-01-01,2025-12-15,90.91,467
U0501,gold,CA,2024-06-15,54,388757.41,132358.06999999998,256399.34000000005,7,2024-01-12,2025-12-26,86.36,559
U0655,premium,UK,2024-10-10,44,357624.88999999996,234052.92000000004,123571.97,7,2024-01-19,2025-12-25,80.0,441
U0335,gold,UK,2024-05-24,51,336385.82,221920.02000000002,114465.8,7,2024-01-08,2025-12-18,91.3,573
U0100,gold,US,2024-02-05,63,474932.15999999986,256463.82,218468.34,7,2024-01-07,2025-12-20,80.95,684
U0533,premium,CA,2024-09-25,49,412452.03,254347.37000000002,158104.66,7,2024-01-05,2025-12-15,75.0,446
U0853,premium,AU,2024-10-14,43,426574.57000000007,181654.28,244920.28999999998,7,2024-01-08,2025-12-25,66.67,437
U0006,basic,CA,2024-02-17,60,459463.95999999996,288377.10000000003,171086.86000000002,7,2024-02-20,2025-12-28,90.91,680
U0523,premium,UK,2024-01-30,44,302777.74000000005,106405.45999999999,196372.28000000003,7,2024-01-09,2025-12-22,75.0,692
U0584,basic,AU,2024-10-07,49,395059.5300000001,139370.68,255688.84999999998,7,2024-01-02,2025-12-27,91.3,446
U0461,gold,UK,2024-01-27,37,374444.3600000001,178273.2,196171.15999999997,6,2024-01-10,2025-12-09,73.68,682
U0681,basic,AU,2024-06-03,38,257339.46999999994,163515.91,93823.56,7,2024-01-10,2025-11-14,85.71,529
U0619,premium,US,2024-08-05,45,292576.54000000004,144900.50000000003,147676.04,7,2024-01-29,2025-12-25,80.95,507
U0696,basic,UK,2024-06-16,47,318376.98,169835.9,148541.08000000002,7,2024-01-18,2025-12-22,75.0,554
U0202,basic,AU,2024-07-13,44,378857.44999999995,90871.23000000001,287986.22,7,2024-02-17,2025-11-16,90.48,491
U0472,basic,CA,2024-01-04,56,433925.78000000014,158542.35,275383.43,7,2024-01-07,2025-12-18,80.95,714
U0583,basic,CA,2024-05-11,46,371461.8000000001,186724.03,184737.76999999996,7,2024-01-22,2025-12-29,72.22,597
U0741,gold,UK,2024-06-24,51,407821.13000000006,205658.24000000002,202162.88999999998,7,2024-01-14,2025-12-16,85.0,540
U0646,premium,US,2024-03-10,49,411310.3000000001,232968.96999999994,178341.33,7,2024-01-14,2025-12-24,86.36,654
U0234,gold,UK,2024-01-22,46,424996.4799999999,209092.47,215904.01,7,2024-01-08,2025-12-18,86.36,696
U0683,gold,US,2024-08-20,52,373802.8499999999,152034.91999999998,221767.93,7,2024-01-06,2025-12-24,85.71,491
U0578,basic,UK,2024-12-31,55,362008.36000000004,217505.86,144502.5,7,2024-01-02,2025-12-29,80.95,363
U0515,gold,AU,2024-10-15,59,501520.6499999999,217609.12999999998,283911.51999999996,7,2024-01-10,2025-12-31,86.36,442
U0406,basic,US,2024-09-09,52,379563.65,215190.07,164373.58,7,2024-01-10,2025-12-18,86.36,465
U0980,premium,CA,2024-12-13,54,516718.75,257607.25,259111.50000000003,7,2024-01-09,2025-12-30,80.95,382
U0155,premium,US,2024-09-18,54,499013.3000000001,242036.48000000004,256976.82,7,2024-01-05,2025-12-30,80.0,468
U0791,premium,AU,2024-03-01,39,310837.79,162749.41999999998,148088.36999999997,7,2024-01-26,2025-12-29,80.95,668
U0835,basic,US,2024-11-02,45,334779.75000000006,99227.08999999998,235552.66,7,2024-01-05,2025-12-29,80.95,422
U0046,gold,UK,2024-02-28,44,356999.56000000006,155640.78,201358.77999999994,7,2024-01-05,2025-12-27,73.68,668
U0285,gold,UK,2024-04-18,55,447154.83999999997,215244.84,231910.0,7,2024-01-16,2025-12-23,91.3,614
U0571,premium,CA,2024-08-18,50,464275.1500000001,243898.2,220376.94999999998,7,2024-01-10,2025-12-22,80.95,491
U0809,gold,CA,2024-08-20,51,440175.8599999999,247100.09999999998,193075.76,7,2024-02-03,2025-12-26,95.65,493
U0329,premium,UK,2024-05-29,54,502465.76000000007,255724.32000000004,246741.44,7,2024-01-08,2025-12-20,85.71,570
U0020,basic,CA,2024-02-10,49,434641.01,256930.29999999996,177710.71,7,2024-01-18,2025-11-19,90.91,648
U0034,premium,AU,2024-12-01,46,341558.69000000006,177908.33,163650.36,7,2024-01-01,2025-12-27,80.95,391
U0988,basic,UK,2024-02-04,55,468104.86,253346.78999999995,214758.0700000001,7,2024-01-01,2025-11-17,90.91,652
U0493,basic,CA,2024-08-08,56,507107.80000000005,257530.70999999996,249577.08999999997,7,2024-01-02,2025-12-08,95.83,487
U0269,gold,US,2024-01-24,57,509947.50999999995,218254.89,291692.61999999994,7,2024-01-03,2025-10-27,85.0,642
U0849,premium,UK,2024-03-17,53,378522.71000000014,164385.78,214136.92999999996,7,2024-01-07,2025-12-13,90.91,636
U0467,premium,CA,2024-10-20,37,289580.78,163344.1,126236.68000000001,7,2024-01-11,2025-11-22,80.0,398
U0960,gold,CA,2024-02-28,54,422624.08,153404.45,269219.63,7,2024-01-29,2025-12-28,75.0,669
U0815,gold,UK,2024-08-04,59,479770.55000000005,264487.3300000001,215283.22000000003,7,2024-01-06,2025-12-23,91.3,506
U0508,gold,US,2024-11-20,52,456150.61999999994,239279.10000000003,216871.52,7,2024-01-01,2025-12-30,91.3,405
U0844,gold,CA,2024-10-12,49,364785.1599999999,157921.38,206863.78,7,2024-01-13,2025-12-02,86.36,416
U0096,basic,US,2024-06-09,57,389244.29999999993,202795.82999999996,186448.47000000003,7,2024-01-27,2025-12-22,80.95,561
U0868,gold,UK,2024-05-13,45,338908.6,193340.85000000003,145567.74999999997,7,2024-02-07,2025-12-17,64.71,583
U0845,gold,AU,2024-12-13,41,362940.00999999995,193002.4,169937.60999999996,7,2024-02-12,2025-12-25,85.71,377
U0017,gold,UK,2024-11-12,54,397909.01000000007,189531.2,208377.80999999997,7,2024-01-06,2025-12-17,80.0,400
U0170,gold,AU,2024-08-14,53,405702.32000000007,223212.65000000005,182489.66999999998,7,2024-01-08,2025-12-30,85.71,503
U0532,premium,AU,2024-05-06,47,368991.00000000006,131503.69999999998,237487.3,7,2024-01-04,2025-12-21,91.3,594
U0431,basic,UK,2024-03-30,44,469970.6699999999,205383.35,264587.31999999995,7,2024-01-23,2025-12-27,86.36,637
U0624,basic,AU,2024-11-04,62,475016.4599999999,216631.26999999996,258385.19000000003,7,2024-01-04,2025-12-11,91.3,402
U0079,gold,AU,2024-07-29,51,419542.32000000007,138486.14,281056.18,7,2024-01-16,2025-12-27,80.95,516
U0860,premium,CA,2024-04-06,62,504491.3099999999,254183.58000000005,250307.73000000004,7,2024-01-13,2025-12-29,86.36,632
U0870,basic,UK,2024-08-28,44,307881.00999999995,170431.07999999993,137449.93,7,2024-01-06,2025-12-13,58.82,472
U0093,basic,AU,2024-08-04,52,395697.61999999994,163957.43,231740.19,7,2024-02-03,2025-10-12,95.24,434
U0307,premium,AU,2024-08-28,53,448879.5,290868.73000000004,158010.76999999996,7,2024-02-08,2025-12-11,95.65,470
U0087,basic,US,2024-11-29,50,332446.97000000003,120377.75000000001,212069.21999999997,7,2024-01-01,2025-12-26,86.36,392
U0905,premium,US,2024-03-28,42,314970.8,232706.23,82264.57,7,2024-01-05,2025-11-21,85.71,603
U0935,gold,US,2024-10-10,41,333119.28,178907.83,154211.44999999998,7,2024-01-11,2025-12-18,85.71,434
U0061,basic,AU,2024-09-27,56,445895.67,182564.30000000005,263331.36999999994,7,2024-01-01,2025-12-29,80.95,458
U0911,basic,US,2024-06-10,59,571487.12,169878.77,401608.35000000003,7,2024-01-16,2025-12-24,80.95,562
U0388,basic,CA,2024-07-31,38,308827.85,108581.97000000002,200245.87999999998,7,2024-01-06,2025-12-27,80.0,514
U0302,premium,US,2024-02-11,46,283196.9500000001,167262.37999999998,115934.57000000002,7,2024-01-19,2025-12-28,80.0,686
U0566,premium,CA,2024-04-12,53,417763.6999999999,175540.6,242223.10000000003,7,2024-01-06,2025-12-15,86.36,612
U0092,premium,AU,2024-05-15,50,498635.4800000001,258005.27,240630.21,7,2024-01-09,2025-12-14,91.3,578
U0609,gold,AU,2024-06-07,51,399898.6600000001,173066.72,226831.94,7,2024-01-12,2025-11-28,80.0,539
U0259,premium,UK,2024-10-08,48,447785.53000000014,271109.17,176676.36,7,2024-01-02,2025-12-31,86.36,449
U0391,premium,AU,2024-05-11,55,506299.32999999996,240845.97000000003,265453.36,7,2024-01-16,2025-12-27,86.36,595
U0972,basic,US,2024-10-01,48,467008.61,209722.80000000002,257285.80999999997,7,2024-01-17,2025-12-25,91.3,450
U0382,gold,CA,2024-11-21,63,515545.85,312239.63000000006,203306.22000000003,7,2024-01-07,2025-12-21,80.95,395
U0279,gold,US,2024-05-07,54,530673.7799999999,281228.23999999993,249445.54,7,2024-01-02,2025-12-30,86.36,602
U0268,premium,CA,2024-01-08,51,426665.4299999999,232688.99999999997,193976.43,7,2024-01-03,2025-12-09,91.3,701
U0247,basic,AU,2024-04-03,53,514247.4399999998,210411.57,303835.87,7,2024-01-03,2025-12-20,80.95,626
U0455,basic,US,2024-02-16,44,303236.56999999995,166361.87000000002,136874.7,7,2024-01-10,2025-12-15,85.0,668
U0755,gold,UK,2024-10-02,58,531224.59,251604.39,279620.2,7,2024-01-07,2025-12-19,68.42,443
U0728,gold,CA,2024-10-23,47,342419.0299999999,176894.63,165524.4,6,2024-01-24,2025-11-25,73.68,398
U0293,gold,UK,2024-04-29,44,427004.82999999996,202327.77,224677.05999999997,7,2024-01-04,2025-12-16,86.36,596
U0042,gold,CA,2024-11-17,53,413843.92000000004,245109.3,168734.62,7,2024-01-06,2025-12-28,85.71,406
U0580,gold,CA,2024-08-29,48,376610.14,200803.82,175806.31999999998,7,2024-01-05,2025-12-22,80.95,480
U0738,gold,UK,2024-04-16,53,358495.00000000006,223636.92999999993,134858.07,7,2024-01-09,2025-12-28,95.83,621
U0222,basic,CA,2024-03-19,53,448337.75000000006,202051.61999999994,246286.13000000003,7,2024-02-07,2025-12-26,85.71,647
U0225,basic,UK,2024-05-11,54,499634.6,300064.81,199569.78999999998,7,2024-02-21,2025-10-28,90.0,535
U0668,basic,UK,2024-09-22,50,366254.9799999999,219296.36000000004,146958.62,7,2024-01-02,2025-12-25,80.95,459
U0768,premium,CA,2024-01-20,45,368351.75000000006,218326.91,150024.84,7,2024-01-15,2025-12-31,61.11,711
U0195,basic,CA,2024-02-11,58,443658.17000000004,260659.77000000005,182998.40000000002,7,2024-01-04,2025-12-23,91.3,681
U0842,premium,CA,2024-09-23,48,357020.1500000001,278394.50999999995,78625.64,7,2024-01-01,2025-12-28,78.95,461
U0333,premium,AU,2024-05-21,41,257923.79,95783.29999999999,162140.49,7,2024-01-05,2025-11-14,90.91,542
U0031,premium,UK,2024-01-17,53,402404.55,188953.52,213451.02999999997,7,2024-01-07,2025-11-23,85.0,676
U0899,gold,CA,2024-10-16,58,507182.36000000004,267473.74999999994,239708.61,7,2024-01-04,2025-12-26,85.71,436
U0167,premium,US,2024-10-07,63,534043.3200000002,248060.69000000003,285982.63,7,2024-01-03,2025-12-20,95.83,439
U0316,premium,US,2024-06-14,58,410945.1800000001,197077.78,213867.4,7,2024-01-15,2025-12-21,80.95,555
U0587,basic,AU,2024-08-02,56,516559.2100000001,271487.26,245071.94999999998,7,2024-01-11,2025-12-20,91.3,505
U0295,gold,CA,2024-02-28,52,397673.37999999995,164319.25000000003,233354.12999999998,7,2024-01-03,2025-12-31,95.83,672
U0747,gold,UK,2024-09-02,55,458832.91,177526.98,281305.93000000005,7,2024-01-11,2025-11-16,95.65,440
U0787,premium,UK,2024-05-16,52,410708.12,179710.03,230998.09,7,2024-01-20,2025-12-18,75.0,581
U0879,premium,AU,2024-09-07,54,443276.19999999984,177404.75999999998,265871.44,7,2024-01-04,2025-12-05,91.3,454
U0823,basic,US,2024-06-27,55,426116.05999999994,208268.82,217847.24000000002,7,2024-01-11,2025-12-26,80.0,547
U0398,gold,UK,2024-12-10,47,274814.67999999993,183687.33999999997,91127.34,7,2024-01-03,2025-12-30,72.22,385
U0727,gold,UK,2024-08-30,39,340202.04,202116.15999999997,138085.88,7,2024-01-03,2025-12-31,91.3,488
U1000,gold,US,2024-05-22,34,246583.73000000004,172599.64000000004,73984.09,7,2024-02-27,2025-12-22,72.22,579
U0826,premium,UK,2024-01-12,51,371097.95,194234.15000000002,176863.79999999996,7,2024-01-03,2025-12-14,73.68,702
U0280,gold,CA,2024-08-01,42,380981.1699999999,230394.62000000002,150586.55,7,2024-01-10,2025-12-13,85.71,499
U0773,gold,AU,2024-05-25,51,380167.9999999999,220796.35,159371.65000000002,7,2024-01-01,2025-12-22,78.95,576
U0487,basic,UK,2024-12-07,49,500296.82,187360.20999999996,312936.61,7,2024-01-22,2025-12-16,85.71,374
U0311,basic,US,2024-06-13,48,373795.13999999996,192812.54,180982.60000000003,7,2024-01-01,2025-12-02,91.3,537
